"","Day","Daily.Avg..Relative.Humidity....","Daily.Avg..Wind.Speed..km.h."
"5998","2017-06-03 00:00",82.5416666666667,6.20833333333333
"5999","2017-06-04 00:00",91.4166666666667,12.75
"6000","2017-06-05 00:00",89,12.75
"6001","2017-06-06 00:00",84.875,11.4583333333333
"6002","2017-06-07 00:00",72.875,6.875
"6003","2017-06-08 00:00",57.1666666666667,14.125
"6004","2017-06-09 00:00",77.2916666666667,17.4166666666667
"6005","2017-06-10 00:00",68.9583333333333,15.1666666666667
"6006","2017-06-11 00:00",69.2083333333333,16.3333333333333
"6007","2017-06-12 00:00",65.2083333333333,5.75
"6008","2017-06-13 00:00",72.75,9.45833333333333
"6009","2017-06-14 00:00",70.2083333333333,11.6666666666667
"6010","2017-06-15 00:00",76.7083333333333,5.08333333333333
"6011","2017-06-16 00:00",78.7916666666667,6.875
"6012","2017-06-17 00:00",87.625,15.75
"6013","2017-06-18 00:00",84.875,13.8333333333333
"6014","2017-06-19 00:00",87.5,15.4166666666667
"6015","2017-06-20 00:00",89.1666666666667,15.6666666666667
"6016","2017-06-21 00:00",77.375,12.9166666666667
"6017","2017-06-22 00:00",70.7916666666667,11.625
"6018","2017-06-23 00:00",73.9583333333333,9.375
"6019","2017-06-24 00:00",92.9166666666667,12.875
"6020","2017-06-25 00:00",72.4166666666667,10.4166666666667
"6021","2017-06-26 00:00",75.4583333333333,7.83333333333333
"6022","2017-06-27 00:00",71.75,9.16666666666667
"6023","2017-06-28 00:00",75.4583333333333,10.125
"6024","2017-06-29 00:00",75.25,8.875
"6025","2017-06-30 00:00",87.7916666666667,7.625
"6026","2017-07-01 00:00",88.75,9.25
"6027","2017-07-02 00:00",92.1666666666667,15.125
"6028","2017-07-03 00:00",74.8333333333333,10.5416666666667
"6029","2017-07-04 00:00",75.0833333333333,10.125
"6030","2017-07-05 00:00",68.6666666666667,8.66666666666667
"6031","2017-07-06 00:00",62.0416666666667,14.875
"6032","2017-07-07 00:00",73.0416666666667,14.375
"6033","2017-07-08 00:00",82.7083333333333,6.58333333333333
"6034","2017-07-09 00:00",82.125,10
"6035","2017-07-10 00:00",69.4166666666667,10.2083333333333
"6036","2017-07-11 00:00",76.25,13.6666666666667
"6037","2017-07-12 00:00",74.2083333333333,7.625
"6038","2017-07-13 00:00",75.5416666666667,4.29166666666667
"6039","2017-07-14 00:00",70.7083333333333,5.91666666666667
"6040","2017-07-15 00:00",67.875,8.29166666666667
"6041","2017-07-16 00:00",75.4166666666667,8.58333333333333
"6042","2017-07-17 00:00",80.7083333333333,4.125
"6043","2017-07-18 00:00",86,8.75
"6044","2017-07-19 00:00",82.5416666666667,10.2916666666667
"6045","2017-07-20 00:00",80.125,8.45833333333333
"6046","2017-07-21 00:00",80.375,7.66666666666667
"6047","2017-07-22 00:00",69.25,9.375
"6048","2017-07-23 00:00",69.7391304347826,6.82608695652174
"6049","2017-07-24 00:00",71.4583333333333,5.95833333333333
"6050","2017-07-25 00:00",82.125,7.5
"6051","2017-07-26 00:00",73.875,4.95833333333333
"6052","2017-07-27 00:00",78.5833333333333,11.2083333333333
"6053","2017-07-28 00:00",85.7916666666667,9.625
"6054","2017-07-29 00:00",72.125,5.79166666666667
"6055","2017-07-30 00:00",75.1666666666667,6.41666666666667
"6056","2017-07-31 00:00",64.75,7.95833333333333
"6057","2017-08-01 00:00",69.6666666666667,9.20833333333333
"6058","2017-08-02 00:00",67.5416666666667,8.29166666666667
"6059","2017-08-03 00:00",72.2916666666667,11.4166666666667
"6060","2017-08-04 00:00",74.2083333333333,8.79166666666667
"6061","2017-08-05 00:00",73.625,13.9166666666667
"6062","2017-08-06 00:00",87.7083333333333,15.2083333333333
"6063","2017-08-07 00:00",71.0833333333333,12.25
"6064","2017-08-08 00:00",88.25,4.04166666666667
"6065","2017-08-09 00:00",73.0833333333333,9.54166666666667
"6066","2017-08-10 00:00",76.125,7.5
"6067","2017-08-11 00:00",69.5416666666667,5.375
"6068","2017-08-12 00:00",92.3333333333333,7.33333333333333
"6069","2017-08-13 00:00",91.25,11.7083333333333
"6070","2017-08-14 00:00",72.875,9.95833333333333
"6071","2017-08-15 00:00",77.4583333333333,6.66666666666667
"6072","2017-08-16 00:00",90.7083333333333,7
"6073","2017-08-17 00:00",78.25,12.125
"6074","2017-08-18 00:00",83.2916666666667,6.41666666666667
"6075","2017-08-19 00:00",89.125,16.4583333333333
"6076","2017-08-20 00:00",89.6666666666667,11.125
"6077","2017-08-21 00:00",80.75,9.79166666666667
"6078","2017-08-22 00:00",76.0416666666667,8.125
"6079","2017-08-23 00:00",90.2916666666667,15.4583333333333
"6080","2017-08-24 00:00",72.9583333333333,8.75
"6081","2017-08-25 00:00",79.4166666666667,4.45833333333333
"6082","2017-08-26 00:00",85.125,7.41666666666667
"6083","2017-08-27 00:00",89.6666666666667,4.08333333333333
"6084","2017-08-28 00:00",81,3.95833333333333
"6085","2017-08-29 00:00",75.625,5.125
"6086","2017-08-30 00:00",82.8333333333333,4.58333333333333
"6087","2017-08-31 00:00",77.25,5.75
"6088","2017-09-01 00:00",74.2916666666667,12.25
"6089","2017-09-02 00:00",81.9583333333333,10.25
"6090","2017-09-03 00:00",80.4166666666667,10.1666666666667
"6091","2017-09-04 00:00",87.5,18.5833333333333
"6092","2017-09-05 00:00",81.625,14.2916666666667
"6093","2017-09-06 00:00",81.875,13.875
"6094","2017-09-07 00:00",94.125,17.125
"6095","2017-09-08 00:00",81.375,11.0416666666667
"6096","2017-09-09 00:00",87.625,6.5
"6097","2017-09-10 00:00",82.0416666666667,9.375
"6098","2017-09-11 00:00",87.9583333333333,12.9166666666667
"6099","2017-09-12 00:00",76.375,8.20833333333333
"6100","2017-09-13 00:00",77.75,6.41666666666667
"6101","2017-09-14 00:00",74.7916666666667,8.79166666666667
"6102","2017-09-15 00:00",78.2083333333333,5.125
"6103","2017-09-16 00:00",85.0416666666667,9.41666666666667
"6104","2017-09-17 00:00",84.9166666666667,5.41666666666667
"6105","2017-09-18 00:00",89.7083333333333,7.95833333333333
"6106","2017-09-19 00:00",95,8.16666666666667
"6107","2017-09-20 00:00",91.125,8.375
"6108","2017-09-21 00:00",78.3333333333333,7.79166666666667
"6109","2017-09-22 00:00",83.5416666666667,3.29166666666667
"6110","2017-09-23 00:00",74.9166666666667,8.66666666666667
"6111","2017-09-24 00:00",81.375,6.5
"6112","2017-09-25 00:00",79.3333333333333,6.58333333333333
"6113","2017-09-26 00:00",83.5,11.7916666666667
"6114","2017-09-27 00:00",91.6666666666667,12.4583333333333
"6115","2017-09-28 00:00",81.5,8.55
"6116","2017-09-29 00:00",76.625,12.25
"6117","2017-09-30 00:00",78.9166666666667,7.29166666666667
"6118","2017-10-01 00:00",74.5,10.4583333333333
"6119","2017-10-02 00:00",70.4583333333333,13.2916666666667
"6120","2017-10-03 00:00",77.375,6.125
"6121","2017-10-04 00:00",81.125,12.7916666666667
"6122","2017-10-05 00:00",81.8333333333333,10.2083333333333
"6123","2017-10-06 00:00",75.3333333333333,7.54166666666667
"6124","2017-10-07 00:00",79.75,6.91666666666667
"6125","2017-10-08 00:00",83.7083333333333,16.125
"6126","2017-10-09 00:00",87.75,5.95833333333333
"6127","2017-10-10 00:00",97,8.70833333333333
"6128","2017-10-11 00:00",71.2083333333333,9.41666666666667
"6129","2017-10-12 00:00",70.5,8.08333333333333
"6130","2017-10-13 00:00",77.1666666666667,4.875
"6131","2017-10-14 00:00",82.6666666666667,13.4583333333333
"6132","2017-10-15 00:00",88.2083333333333,12
"6133","2017-10-16 00:00",78.5416666666667,15.3333333333333
"6134","2017-10-17 00:00",74.7916666666667,7.875
"6135","2017-10-18 00:00",71.0416666666667,11.6666666666667
"6136","2017-10-19 00:00",73.9583333333333,13.0416666666667
"6137","2017-10-20 00:00",61.5,16.5833333333333
"6138","2017-10-21 00:00",70.1666666666667,9.04166666666667
"6139","2017-10-22 00:00",83.7916666666667,4.54166666666667
"6140","2017-10-23 00:00",82.7916666666667,8.79166666666667
"6141","2017-10-24 00:00",86.1666666666667,9.625
"6142","2017-10-25 00:00",86.3333333333333,17.875
"6143","2017-10-26 00:00",78.9583333333333,28.9583333333333
"6144","2017-10-27 00:00",78.625,17.375
"6145","2017-10-28 00:00",85.4583333333333,4.95833333333333
"6146","2017-10-29 00:00",82,9.20833333333333
"6147","2017-10-30 00:00",85.0416666666667,28.6666666666667
"6148","2017-10-31 00:00",70.125,17.5416666666667
"6149","2017-11-01 00:00",67.6666666666667,10.8333333333333
"6150","2017-11-02 00:00",80.625,11.3333333333333
"6151","2017-11-03 00:00",83.5416666666667,16.6666666666667
"6152","2017-11-04 00:00",63.8333333333333,17.75
"6153","2017-11-05 00:00",76.2083333333333,11.5
"6154","2017-11-06 00:00",85.375,22.625
"6155","2017-11-07 00:00",81.4166666666667,8.79166666666667
"6156","2017-11-08 00:00",73.75,8.08333333333333
"6157","2017-11-09 00:00",74.25,5.66666666666667
"6158","2017-11-10 00:00",77.125,23.2083333333333
"6159","2017-11-11 00:00",59,21.6666666666667
"6160","2017-11-12 00:00",76.4166666666667,4.875
"6161","2017-11-13 00:00",76.7083333333333,3.58333333333333
"6162","2017-11-14 00:00",72.5416666666667,12.75
"6163","2017-11-15 00:00",72.8333333333333,5.70833333333333
"6164","2017-11-16 00:00",78.7083333333333,14.375
"6165","2017-11-17 00:00",91.9583333333333,24
"6166","2017-11-18 00:00",83.125,15.75
"6167","2017-11-19 00:00",91.1666666666667,18.6666666666667
"6168","2017-11-20 00:00",72.2916666666667,21.5833333333333
"6169","2017-11-21 00:00",71.0416666666667,16.0416666666667
"6170","2017-11-22 00:00",89.0416666666667,12.7916666666667
"6171","2017-11-23 00:00",85.125,22.7083333333333
"6172","2017-11-24 00:00",78.0833333333333,11.3333333333333
"6173","2017-11-25 00:00",75.9166666666667,16
"6174","2017-11-26 00:00",94.7083333333333,9.70833333333333
"6175","2017-11-27 00:00",72.5,18.9166666666667
"6176","2017-11-28 00:00",73.1666666666667,12.7916666666667
"6177","2017-11-29 00:00",80.75,16.125
"6178","2017-11-30 00:00",73.9166666666667,10.0416666666667
"6179","2017-12-01 00:00",90.4166666666667,9.58333333333333
"6180","2017-12-02 00:00",87.5833333333333,12.0833333333333
"6181","2017-12-03 00:00",91.5416666666667,3.75
"6182","2017-12-04 00:00",97.3333333333333,9.91666666666667
"6183","2017-12-05 00:00",92.0833333333333,7.29166666666667
"6184","2017-12-06 00:00",90.7916666666667,23.9166666666667
"6185","2017-12-07 00:00",78.0416666666667,9.08333333333333
"6186","2017-12-08 00:00",71.4583333333333,9.375
"6187","2017-12-09 00:00",81.9166666666667,7.58333333333333
"6188","2017-12-10 00:00",96.5416666666667,13.7083333333333
"6189","2017-12-11 00:00",82.5,9.66666666666667
"6190","2017-12-12 00:00",89.375,11.7083333333333
"6191","2017-12-13 00:00",92.5416666666667,24.0833333333333
"6192","2017-12-14 00:00",67.6666666666667,21.1666666666667
"6193","2017-12-15 00:00",62.1666666666667,20.5833333333333
"6194","2017-12-16 00:00",68,11.9166666666667
"6195","2017-12-17 00:00",75.625,17.9166666666667
"6196","2017-12-18 00:00",78.125,8.79166666666667
"6197","2017-12-19 00:00",97.5416666666667,8.58333333333333
"6198","2017-12-20 00:00",82.9166666666667,18.9583333333333
"6199","2017-12-21 00:00",71.5833333333333,22.875
"6200","2017-12-22 00:00",76.5416666666667,12.3333333333333
"6201","2017-12-23 00:00",84.75,12.5416666666667
"6202","2017-12-24 00:00",83.4583333333333,17.625
"6203","2017-12-25 00:00",86.2916666666667,17.375
"6204","2017-12-26 00:00",65.3333333333333,28.9166666666667
"6205","2017-12-27 00:00",58.75,30.125
"6206","2017-12-28 00:00",80.125,18.9166666666667
"6207","2017-12-29 00:00",86.1666666666667,9.54166666666667
"6208","2017-12-30 00:00",85.5,8.54166666666667
"6209","2017-12-31 00:00",78.3333333333333,14.0416666666667
"6210","2018-01-01 00:00",82.6666666666667,11.0833333333333
"6211","2018-01-02 00:00",82.25,12.7083333333333
"6212","2018-01-03 00:00",72.7916666666667,10.2083333333333
"6213","2018-01-04 00:00",90.625,29.1666666666667
"6214","2018-01-05 00:00",79.25,30.6666666666667
"6215","2018-01-06 00:00",64.125,26.375
"6216","2018-01-07 00:00",63.5833333333333,23.625
"6217","2018-01-08 00:00",86.75,9.91666666666667
"6218","2018-01-09 00:00",92.9166666666667,11.5416666666667
"6219","2018-01-10 00:00",76.75,14.9583333333333
"6220","2018-01-11 00:00",89.5833333333333,16.5416666666667
"6221","2018-01-12 00:00",88.2916666666667,20.4583333333333
"6222","2018-01-13 00:00",95.0416666666667,19.5416666666667
"6223","2018-01-14 00:00",88.8333333333333,10.75
"6224","2018-01-15 00:00",83.0416666666667,13
"6225","2018-01-16 00:00",93.0416666666667,11.125
"6226","2018-01-17 00:00",95.4166666666667,6.95833333333333
"6227","2018-01-18 00:00",96.6666666666667,7.45833333333333
"6228","2018-01-19 00:00",91.0833333333333,5.41666666666667
"6229","2018-01-20 00:00",90.1666666666667,16.1666666666667
"6230","2018-01-21 00:00",72,14.2916666666667
"6231","2018-01-22 00:00",66.5833333333333,11.9166666666667
"6232","2018-01-23 00:00",90.7083333333333,18.9166666666667
"6233","2018-01-24 00:00",84.9166666666667,21.1666666666667
"6234","2018-01-25 00:00",70.7916666666667,19.25
"6235","2018-01-26 00:00",74.125,11.2916666666667
"6236","2018-01-27 00:00",82.4583333333333,13.1666666666667
"6237","2018-01-28 00:00",90.4583333333333,11.5833333333333
"6238","2018-01-29 00:00",75.625,14.25
"6239","2018-01-30 00:00",88.7083333333333,26.6666666666667
"6240","2018-01-31 00:00",80.1666666666667,21.9166666666667
"6241","2018-02-01 00:00",88.7916666666667,12.3333333333333
"6242","2018-02-02 00:00",95.5416666666667,14.5416666666667
"6243","2018-02-03 00:00",74.5416666666667,19.4166666666667
"6244","2018-02-04 00:00",87.9583333333333,19.125
"6245","2018-02-05 00:00",93.1666666666667,21.0416666666667
"6246","2018-02-06 00:00",66.9583333333333,9.54166666666667
"6247","2018-02-07 00:00",86.6666666666667,7.16666666666667
"6248","2018-02-08 00:00",92.5416666666667,11.9166666666667
"6249","2018-02-09 00:00",83.1666666666667,5.75
"6250","2018-02-10 00:00",94.5,9.75
"6251","2018-02-11 00:00",94.7083333333333,12.25
"6252","2018-02-12 00:00",83.2916666666667,16.7083333333333
"6253","2018-02-13 00:00",59.3333333333333,13.6666666666667
"6254","2018-02-14 00:00",82.5833333333333,13.9166666666667
"6255","2018-02-15 00:00",83.7916666666667,6.5
"6256","2018-02-16 00:00",85.75,10.125
"6257","2018-02-17 00:00",58.5833333333333,15.5833333333333
"6258","2018-02-18 00:00",82.75,8.75
"6259","2018-02-19 00:00",81.1666666666667,9.33333333333333
"6260","2018-02-20 00:00",88.6666666666667,11
"6261","2018-02-21 00:00",95.9583333333333,14.5
"6262","2018-02-22 00:00",72.1111111111111,5.22222222222222
"6263","2018-02-23 00:00",68.5416666666667,9.33333333333333
"6264","2018-02-24 00:00",79.625,14.625
"6265","2018-02-25 00:00",66.9166666666667,12.5416666666667
"6266","2018-02-26 00:00",96.5416666666667,13.6666666666667
"6267","2018-02-27 00:00",75.9166666666667,9.75
"6268","2018-02-28 00:00",90.1666666666667,9.375
"6269","2018-03-01 00:00",76.7916666666667,14.3333333333333
"6270","2018-03-02 00:00",82.1666666666667,18.0833333333333
"6271","2018-03-03 00:00",85.4166666666667,22.5833333333333
"6272","2018-03-04 00:00",85.875,18.1666666666667
"6273","2018-03-05 00:00",84.2083333333333,21.3333333333333
"6274","2018-03-06 00:00",86.0833333333333,22
"6275","2018-03-07 00:00",80.5833333333333,13.5416666666667
"6276","2018-03-08 00:00",86.875,28.3333333333333
"6277","2018-03-09 00:00",97.0416666666667,15.7916666666667
"6278","2018-03-10 00:00",98.5416666666667,14.75
"6279","2018-03-11 00:00",98.6666666666667,9.04166666666667
"6280","2018-03-12 00:00",91.7083333333333,12.0416666666667
"6281","2018-03-13 00:00",90.375,19.5833333333333
"6282","2018-03-14 00:00",91.2083333333333,28.5416666666667
"6283","2018-03-15 00:00",84.125,14.6666666666667
"6284","2018-03-16 00:00",76.5416666666667,15.4583333333333
"6285","2018-03-17 00:00",70.5416666666667,17.875
"6286","2018-03-18 00:00",68.625,13.125
"6287","2018-03-19 00:00",66.2083333333333,15.25
"6288","2018-03-20 00:00",70.0416666666667,14.0833333333333
"6289","2018-03-21 00:00",77.5833333333333,10.8333333333333
"6290","2018-03-22 00:00",92.4583333333333,26.4166666666667
"6291","2018-03-23 00:00",95.6666666666667,20.25
"6292","2018-03-24 00:00",92,20.6086956521739
"6293","2018-03-25 00:00",78.0416666666667,20.7916666666667
"6294","2018-03-26 00:00",81.3333333333333,5.91666666666667
"6295","2018-03-27 00:00",69.9166666666667,9.20833333333333
"6296","2018-03-28 00:00",82.7916666666667,8.54166666666667
"6297","2018-03-29 00:00",84.0416666666667,9.125
"6298","2018-03-30 00:00",92,14.625
"6299","2018-03-31 00:00",74.0833333333333,10.7083333333333
"6300","2018-04-01 00:00",80.6666666666667,15
"6301","2018-04-02 00:00",57.4583333333333,11.0416666666667
"6302","2018-04-03 00:00",67.5833333333333,6.875
"6303","2018-04-04 00:00",92.125,14.6666666666667
"6304","2018-04-05 00:00",74.5833333333333,23.4166666666667
"6305","2018-04-06 00:00",56.9166666666667,19.75
"6306","2018-04-07 00:00",95.875,11.8333333333333
"6307","2018-04-08 00:00",92.875,10.0833333333333
"6308","2018-04-09 00:00",60.2916666666667,22
"6309","2018-04-10 00:00",59.875,11.2083333333333
"6310","2018-04-11 00:00",63.0416666666667,7.125
"6311","2018-04-12 00:00",62.625,9.25
"6312","2018-04-13 00:00",86.7916666666667,17.5
"6313","2018-04-14 00:00",59.7916666666667,14.8333333333333
"6314","2018-04-15 00:00",61.625,12
"6315","2018-04-16 00:00",76,8.16666666666667
"6316","2018-04-17 00:00",87.9583333333333,28.9583333333333
"6317","2018-04-18 00:00",86.25,13.5
"6318","2018-04-19 00:00",81.0416666666667,8.91666666666667
"6319","2018-04-20 00:00",96.4583333333333,13.7916666666667
"6320","2018-04-21 00:00",76.5,8.79166666666667
"6321","2018-04-22 00:00",68.5,6.75
"6322","2018-04-23 00:00",58.8333333333333,6.875
"6323","2018-04-24 00:00",56.375,15.375
"6324","2018-04-25 00:00",63.2083333333333,13.7916666666667
"6325","2018-04-26 00:00",89.125,22.75
"6326","2018-04-27 00:00",79.2083333333333,12.875
"6327","2018-04-28 00:00",86.0416666666667,14.4583333333333
"6328","2018-04-29 00:00",95.5833333333333,10.375
"6329","2018-04-30 00:00",95.25,12.7916666666667
"6330","2018-05-01 00:00",91.4166666666667,7.54166666666667
"6331","2018-05-02 00:00",75.625,11.5416666666667
"6332","2018-05-03 00:00",91.5833333333333,12.8333333333333
"6333","2018-05-04 00:00",94.8333333333333,8.5
"6334","2018-05-05 00:00",70.0833333333333,20.9166666666667
"6335","2018-05-06 00:00",69.9583333333333,6.54166666666667
"6336","2018-05-07 00:00",74.5,12.3333333333333
"6337","2018-05-08 00:00",60.4166666666667,16.0833333333333
"6338","2018-05-09 00:00",56.1666666666667,10.8333333333333
"6339","2018-05-10 00:00",64.0416666666667,18.125
"6340","2018-05-11 00:00",65.75,16.875
"6341","2018-05-12 00:00",50.9583333333333,12.4166666666667
"6342","2018-05-13 00:00",56.6666666666667,11
"6343","2018-05-14 00:00",72.25,17.7083333333333
"6344","2018-05-15 00:00",85.7083333333333,13.375
"6345","2018-05-16 00:00",61.1666666666667,14.1666666666667
"6346","2018-05-17 00:00",78.8333333333333,14.8333333333333
"6347","2018-05-18 00:00",69.375,8.29166666666667
"6348","2018-05-19 00:00",55.0833333333333,9.45833333333333
"6349","2018-05-20 00:00",90,13.8333333333333
"6350","2018-05-21 00:00",59.625,12.625
"6351","2018-05-22 00:00",57.8333333333333,11.2916666666667
"6352","2018-05-23 00:00",88.125,14.75
"6353","2018-05-24 00:00",67.875,9.45833333333333
"6354","2018-05-25 00:00",85.0833333333333,12.3333333333333
"6355","2018-05-26 00:00",87.5,10.5
"6356","2018-05-27 00:00",71.375,8.5
"6357","2018-05-28 00:00",60.5,15.2916666666667
"6358","2018-05-29 00:00",85.125,13.875
"6359","2018-05-30 00:00",55.7916666666667,11.1666666666667
"6360","2018-05-31 00:00",58.125,9
"6361","2018-06-01 00:00",71.8333333333333,11.2083333333333
"6362","2018-06-02 00:00",96.375,19.4583333333333
"6363","2018-06-03 00:00",79.875,18.5416666666667
"6364","2018-06-04 00:00",71.2916666666667,6.41666666666667
"6365","2018-06-05 00:00",76.5,12.1666666666667
"6366","2018-06-06 00:00",84.5833333333333,7.5
"6367","2018-06-07 00:00",70.75,11.7916666666667
"6368","2018-06-08 00:00",80.6666666666667,12.5833333333333
"6369","2018-06-09 00:00",76.8333333333333,5.5
"6370","2018-06-10 00:00",75.9166666666667,7.70833333333333
"6371","2018-06-11 00:00",74.875,6.08333333333333
"6372","2018-06-12 00:00",70.125,15.0416666666667
"6373","2018-06-13 00:00",66.9166666666667,13.2916666666667
"6374","2018-06-14 00:00",87.375,13.7083333333333
"6375","2018-06-15 00:00",70.625,10.4583333333333
"6376","2018-06-16 00:00",83.5833333333333,8.91666666666667
"6377","2018-06-17 00:00",62.625,11.7083333333333
"6378","2018-06-18 00:00",89.7083333333333,18.375
"6379","2018-06-19 00:00",77.2916666666667,13.2083333333333
"6380","2018-06-20 00:00",62.0833333333333,13.2083333333333
"6381","2018-06-21 00:00",75.8333333333333,9.45833333333333
"6382","2018-06-22 00:00",66.375,7.95833333333333
"6383","2018-06-23 00:00",59.4166666666667,11.7916666666667
"6384","2018-06-24 00:00",88.875,8.70833333333333
"6385","2018-06-25 00:00",95.6666666666667,16.2916666666667
"6386","2018-06-26 00:00",69.5833333333333,9.875
"6387","2018-06-27 00:00",63.9583333333333,13
"6388","2018-06-28 00:00",82.5416666666667,16.6666666666667
"6389","2018-06-29 00:00",90.2916666666667,12.7916666666667
"6390","2018-06-30 00:00",73.5833333333333,7.04166666666667
"6391","2018-07-01 00:00",83.8333333333333,12.0416666666667
"6392","2018-07-02 00:00",85.7916666666667,8.83333333333333
"6393","2018-07-03 00:00",83.5416666666667,14.9166666666667
"6394","2018-07-04 00:00",71.7916666666667,5.875
"6395","2018-07-05 00:00",64.875,10.7916666666667
"6396","2018-07-06 00:00",91.375,15
"6397","2018-07-07 00:00",62.2083333333333,12.7083333333333
"6398","2018-07-08 00:00",59.3333333333333,14.75
"6399","2018-07-09 00:00",65.4583333333333,16.9583333333333
"6400","2018-07-10 00:00",75.25,10.5833333333333
"6401","2018-07-11 00:00",74.625,7.04166666666667
"6402","2018-07-12 00:00",76.25,9.20833333333333
"6403","2018-07-13 00:00",72.5833333333333,6.29166666666667
"6404","2018-07-14 00:00",70.75,9.875
"6405","2018-07-15 00:00",77.1666666666667,7.16666666666667
"6406","2018-07-16 00:00",77.9166666666667,5.83333333333333
"6407","2018-07-17 00:00",82.0416666666667,11.2916666666667
"6408","2018-07-18 00:00",90.7083333333333,9.54166666666667
"6409","2018-07-19 00:00",79,5.125
"6410","2018-07-20 00:00",69.5833333333333,8.66666666666667
"6411","2018-07-21 00:00",85.8333333333333,9.83333333333333
"6412","2018-07-22 00:00",82.75,9.375
"6413","2018-07-23 00:00",81.3333333333333,11.375
"6414","2018-07-24 00:00",80,13.2083333333333
"6415","2018-07-25 00:00",79.5,15.875
"6416","2018-07-26 00:00",91.7916666666667,15.875
"6417","2018-07-27 00:00",83.2916666666667,12.5416666666667
"6418","2018-07-28 00:00",85.2916666666667,10.5833333333333
"6419","2018-07-29 00:00",89.2083333333333,8.08333333333333
"6420","2018-07-30 00:00",77.75,9.54166666666667
"6421","2018-07-31 00:00",75.9166666666667,7.625
"6422","2018-08-01 00:00",70.0416666666667,8
"6423","2018-08-02 00:00",84.6666666666667,13.2916666666667
"6424","2018-08-03 00:00",75.5,6.70833333333333
"6425","2018-08-04 00:00",85.375,7.5
"6426","2018-08-05 00:00",93.2083333333333,7.75
"6427","2018-08-06 00:00",80.0833333333333,7.5
"6428","2018-08-07 00:00",88.125,5.95833333333333
"6429","2018-08-08 00:00",83.75,7.25
"6430","2018-08-09 00:00",96.7916666666667,12.125
"6431","2018-08-10 00:00",87.3333333333333,9.25
"6432","2018-08-11 00:00",69.2916666666667,8.25
"6433","2018-08-12 00:00",77.8333333333333,5.375
"6434","2018-08-13 00:00",76.0833333333333,7.375
"6435","2018-08-14 00:00",81.5833333333333,9.16666666666667
"6436","2018-08-15 00:00",82.75,12.125
"6437","2018-08-16 00:00",92,10.4166666666667
"6438","2018-08-17 00:00",77.2083333333333,5.79166666666667
"6439","2018-08-18 00:00",97.5,9.25
"6440","2018-08-19 00:00",83.2083333333333,11.6666666666667
"6441","2018-08-20 00:00",82.9583333333333,6.08333333333333
"6442","2018-08-21 00:00",84.3333333333333,5.75
"6443","2018-08-22 00:00",91.8333333333333,16.5
"6444","2018-08-23 00:00",82.9166666666667,12.25
"6445","2018-08-24 00:00",78.7916666666667,8.33333333333333
"6446","2018-08-25 00:00",78.7083333333333,9.45833333333333
"6447","2018-08-26 00:00",74.9583333333333,8.70833333333333
"6448","2018-08-27 00:00",83.0416666666667,7.33333333333333
"6449","2018-08-28 00:00",83.4583333333333,10.9166666666667
"6450","2018-08-29 00:00",73.4583333333333,11.125
"6451","2018-08-30 00:00",85.2083333333333,9.75
"6452","2018-08-31 00:00",83.1666666666667,6.66666666666667
"6453","2018-09-01 00:00",78.9166666666667,5.375
"6454","2018-09-02 00:00",76.75,11.9166666666667
"6455","2018-09-03 00:00",84.5416666666667,11.5416666666667
"6456","2018-09-04 00:00",75.625,9.375
"6457","2018-09-05 00:00",78.4583333333333,6.54166666666667
"6458","2018-09-06 00:00",74.2916666666667,13.125
"6459","2018-09-07 00:00",77.5,4.75
"6460","2018-09-08 00:00",76.5416666666667,6.5
"6461","2018-09-09 00:00",77.7083333333333,5.70833333333333
"6462","2018-09-10 00:00",80.5833333333333,4.29166666666667
"6463","2018-09-11 00:00",88.875,14.2083333333333
"6464","2018-09-12 00:00",89.25,8.75
"6465","2018-09-13 00:00",85.75,4.54166666666667
"6466","2018-09-14 00:00",82.1666666666667,4.25
"6467","2018-09-15 00:00",78.125,9
"6468","2018-09-16 00:00",84.6666666666667,6.625
"6469","2018-09-17 00:00",82.4583333333333,13.2083333333333
"6470","2018-09-18 00:00",94.7083333333333,11.5
"6471","2018-09-19 00:00",93.375,11.9583333333333
"6472","2018-09-20 00:00",86.9583333333333,5.45833333333333
"6473","2018-09-21 00:00",80.1666666666667,11.875
"6474","2018-09-22 00:00",73.625,17.625
"6475","2018-09-23 00:00",73.7083333333333,8.95833333333333
"6476","2018-09-24 00:00",74.5416666666667,5.79166666666667
"6477","2018-09-25 00:00",72.5833333333333,9.625
"6478","2018-09-26 00:00",92.4166666666667,22.125
"6479","2018-09-27 00:00",83.4166666666667,11.4583333333333
"6480","2018-09-28 00:00",96.5833333333333,7.16666666666667
"6481","2018-09-29 00:00",92.875,6.45833333333333
"6482","2018-09-30 00:00",80.75,4.95833333333333
"6483","2018-10-01 00:00",81.4166666666667,7.875
"6484","2018-10-02 00:00",85.4583333333333,6.04166666666667
"6485","2018-10-03 00:00",96.4583333333333,21.2083333333333
"6486","2018-10-04 00:00",92.625,14.1666666666667
"6487","2018-10-05 00:00",78.5,8.70833333333333
"6488","2018-10-06 00:00",83.2083333333333,4.70833333333333
"6489","2018-10-07 00:00",87.5416666666667,7.66666666666667
"6490","2018-10-08 00:00",84.875,4.20833333333333
"6491","2018-10-09 00:00",95.2916666666667,11.625
"6492","2018-10-10 00:00",89.875,7.91666666666667
"6493","2018-10-11 00:00",91.8333333333333,10.8333333333333
